Re,Im,Norm,Agr,Prime,Assoc,Primes,Distinct,Factor,TextIndex,Text
0,0,0,0,0,0,0,0,'(0),0,0,0,0,0,0,0
1,0,1,0.0,0,0,0,0,,0,1,-1
1.0,1,-1,0.785,0,2,0,0,,2,1 + √2,-1 - √2
-1.0,1,-1,2.356,0,4,0,0,,2,-1 + √2,1 - √2
3.0,2,1,0.588,0,6,0,0,,2,3 + 2√2,-3 - 2√2
-3.0,2,1,2.554,0,8,0,0,,2,-3 + 2√2,3 - 2√2
7.0,5,-1,0.62,0,10,0,0,,2,7 + 5√2,-7 - 5√2
-7.0,5,-1,2.521,0,12,0,0,,2,-7 + 5√2,7 - 5√2
17.0,12,1,0.615,0,14,0,0,,2,17 + 12√2,-17 - 12√2
-17.0,12,1,2.527,0,16,0,0,,2,-17 + 12√2,17 - 12√2
-18.0,13,-14,2.516,0,12,0,2,(√2) (1 + 2√2),1,-18 + 13√2,18 - 13√2
38.0,27,-14,0.618,0,10,0,2,(√2) (1 + 2√2),0,38 + 27√2,-38 - 27√2
-38.0,27,-14,2.524,0,12,0,2,(√2) (1 - 2√2),1,-38 + 27√2,38 - 27√2
4,0,16,0.0,0,0,3,1,(√2)⁴,0,4,-4
4.0,4,-16,0.785,0,2,3,1,(√2)⁴,0,4 + 4√2,-4 - 4√2
-4.0,4,-16,2.356,0,4,3,1,(√2)⁴,1,-4 + 4√2,4 - 4√2
12.0,8,16,0.588,0,6,3,1,(√2)⁴,0,12 + 8√2,-12 - 8√2
-12.0,8,16,2.554,0,8,3,1,(√2)⁴,1,-12 + 8√2,12 - 8√2
28.0,20,-16,0.62,0,10,3,1,(√2)⁴,0,28 + 20√2,-28 - 20√2
-28.0,20,-16,2.521,0,12,3,1,(√2)⁴,1,-28 + 20√2,28 - 20√2
1.0,3,-17,1.249,1,0,0,0,'(1 + 3√2),2,1 + 3√2,-1 - 3√2,1 + 3√2
-1.0,3,-17,1.893,1,1,0,0,'(1 - 3√2),2,-1 + 3√2,1 - 3√2,1 - 3√2
5.0,2,17,0.381,1,2,0,1,(1 - 3√2),2,5 + 2√2,-5 - 2√2,1 - 3√2
-5.0,2,17,2.761,1,5,0,1,(1 + 3√2),2,-5 + 2√2,5 - 2√2,1 + 3√2
7.0,4,17,0.519,1,2,0,1,(1 + 3√2),2,7 + 4√2,-7 - 4√2,1 + 3√2
-7.0,4,17,2.622,1,5,0,1,(1 - 3√2),2,-7 + 4√2,7 - 4√2,1 - 3√2
9.0,7,-17,0.661,1,6,0,1,(1 - 3√2),2,9 + 7√2,-9 - 7√2,1 - 3√2
-9.0,7,-17,2.481,1,9,0,1,(1 + 3√2),2,-9 + 7√2,9 - 7√2,1 + 3√2
15.0,11,-17,0.633,1,6,0,1,(1 + 3√2),2,15 + 11√2,-15 - 11√2,1 + 3√2
-15.0,11,-17,2.509,1,9,0,1,(1 - 3√2),2,-15 + 11√2,15 - 11√2,1 - 3√2
23.0,16,17,0.608,1,10,0,1,(1 - 3√2),2,23 + 16√2,-23 - 16√2,1 - 3√2
-23.0,16,17,2.534,1,13,0,1,(1 + 3√2),2,-23 + 16√2,23 - 16√2,1 + 3√2
37.0,26,17,0.613,1,10,0,1,(1 + 3√2),2,37 + 26√2,-37 - 26√2,1 + 3√2
-37.0,26,17,2.529,1,13,0,1,(1 - 3√2),2,-37 + 26√2,37 - 26√2,1 - 3√2
0.0,3,-18,1.571,0,0,0,2,(√2) (3),0,3√2,-3√2
6.0,3,18,0.464,0,2,0,2,(√2) (3),0,6 + 3√2,-6 - 3√2
-6.0,3,18,2.678,0,5,0,2,(√2) (3),1,-6 + 3√2,6 - 3√2
12.0,9,-18,0.644,0,6,0,2,(√2) (3),0,12 + 9√2,-12 - 9√2
-12.0,9,-18,2.498,0,9,0,2,(√2) (3),1,-12 + 9√2,12 - 9√2
30.0,21,18,0.611,0,10,0,2,(√2) (3),0,30 + 21√2,-30 - 21√2
-30.0,21,18,2.531,0,13,0,2,(√2) (3),1,-30 + 21√2,30 - 21√2
3.0,4,-23,0.927,1,0,0,0,'(3 + 4√2),2,3 + 4√2,-3 - 4√2,3 + 4√2
-3.0,4,-23,2.214,1,1,0,0,'(3 - 4√2),2,-3 + 4√2,3 - 4√2,3 - 4√2
5.0,1,23,0.197,1,2,0,1,(3 - 4√2),2,5 + √2,-5 - √2,3 - 4√2
-5.0,1,23,2.944,1,5,0,1,(3 + 4√2),2,-5 + √2,5 - √2,3 + 4√2
7.0,6,-23,0.709,1,6,0,1,(3 - 4√2),2,7 + 6√2,-7 - 6√2,3 - 4√2
-7.0,6,-23,2.433,1,9,0,1,(3 + 4√2),2,-7 + 6√2,7 - 6√2,3 + 4√2
11.0,7,23,0.567,1,2,0,1,(3 + 4√2),2,11 + 7√2,-11 - 7√2,3 + 4√2
-11.0,7,23,2.575,1,5,0,1,(3 - 4√2),2,-11 + 7√2,11 - 7√2,3 - 4√2
19.0,13,23,0.6,1,10,0,1,(3 - 4√2),2,19 + 13√2,-19 - 13√2,3 - 4√2
-19.0,13,23,2.542,1,13,0,1,(3 + 4√2),2,-19 + 13√2,19 - 13√2,3 + 4√2
25.0,18,-23,0.624,1,6,0,1,(3 + 4√2),2,25 + 18√2,-25 - 18√2,3 + 4√2
-25.0,18,-23,2.518,1,9,0,1,(3 - 4√2),2,-25 + 18√2,25 - 18√2,3 - 4√2
5,0,25,0.0,1,0,0,0,'(5),2,5,-5,5
5.0,5,-25,0.785,1,2,0,1,(5),2,5 + 5√2,-5 - 5√2,5
-5.0,5,-25,2.356,1,4,0,1,(5),2,-5 + 5√2,5 - 5√2,5
15.0,10,25,0.588,1,6,0,1,(5),2,15 + 10√2,-15 - 10√2,5
-15.0,10,25,2.554,1,8,0,1,(5),2,-15 + 10√2,15 - 10√2,5
35.0,25,-25,0.62,1,10,0,1,(5),2,35 + 25√2,-35 - 25√2,5
-35.0,25,-25,2.521,1,12,0,1,(5),2,-35 + 25√2,35 - 25√2,5
2.0,4,-28,1.107,0,0,1,2,(√2)² (1 + 2√2),0,2 + 4√2,-2 - 4√2
-2.0,4,-28,2.034,0,0,1,2,(√2)² (1 - 2√2),1,-2 + 4√2,2 - 4√2
6.0,2,28,0.322,0,2,1,2,(√2)² (1 - 2√2),0,6 + 2√2,-6 - 2√2
-6.0,2,28,2.82,0,5,1,2,(√2)² (1 + 2√2),1,-6 + 2√2,6 - 2√2
10.0,6,28,0.54,0,2,1,2,(√2)² (1 + 2√2),0,10 + 6√2,-10 - 6√2
-10.0,6,28,2.601,0,5,1,2,(√2)² (1 - 2√2),1,-10 + 6√2,10 - 6√2
10.0,8,-28,0.675,0,6,1,2,(√2)² (1 - 2√2),0,10 + 8√2,-10 - 8√2
-10.0,8,-28,2.467,0,9,1,2,(√2)² (1 + 2√2),1,-10 + 8√2,10 - 8√2
22.0,16,-28,0.629,0,6,1,2,(√2)² (1 + 2√2),0,22 + 16√2,-22 - 16√2
-22.0,16,-28,2.513,0,9,1,2,(√2)² (1 - 2√2),1,-22 + 16√2,22 - 16√2
26.0,18,28,0.606,0,10,1,2,(√2)² (1 - 2√2),0,26 + 18√2,-26 - 18√2
-26.0,18,28,2.536,0,13,1,2,(√2)² (1 + 2√2),1,-26 + 18√2,26 - 18√2
1.0,4,-31,1.326,1,0,0,0,'(1 + 4√2),2,1 + 4√2,-1 - 4√2,1 + 4√2
-1.0,4,-31,1.816,1,1,0,0,'(1 - 4√2),2,-1 + 4√2,1 - 4√2,1 - 4√2
7.0,3,31,0.405,1,2,0,1,(1 - 4√2),2,7 + 3√2,-7 - 3√2,1 - 4√2
-7.0,3,31,2.737,1,5,0,1,(1 + 4√2),2,-7 + 3√2,7 - 3√2,1 + 4√2
9.0,5,31,0.507,1,2,0,1,(1 + 4√2),2,9 + 5√2,-9 - 5√2,1 + 4√2
-9.0,5,31,2.634,1,5,0,1,(1 - 4√2),2,-9 + 5√2,9 - 5√2,1 - 4√2
13.0,10,-31,0.656,1,6,0,1,(1 - 4√2),2,13 + 10√2,-13 - 10√2,1 - 4√2
-13.0,10,-31,2.486,1,9,0,1,(1 + 4√2),2,-13 + 10√2,13 - 10√2,1 + 4√2
19.0,14,-31,0.635,1,6,0,1,(1 + 4√2),2,19 + 14√2,-19 - 14√2,1 + 4√2
-19.0,14,-31,2.507,1,9,0,1,(1 - 4√2),2,-19 + 14√2,19 - 14√2,1 - 4√2
33.0,23,31,0.609,1,10,0,1,(1 - 4√2),2,33 + 23√2,-33 - 23√2,1 - 4√2
-33.0,23,31,2.533,1,13,0,1,(1 + 4√2),2,-33 + 23√2,33 - 23√2,1 + 4√2
0.0,4,-32,1.571,0,0,4,1,(√2)⁵,0,4√2,-4√2
8.0,4,32,0.464,0,2,4,1,(√2)⁵,0,8 + 4√2,-8 - 4√2
-8.0,4,32,2.678,0,5,4,1,(√2)⁵,1,-8 + 4√2,8 - 4√2
16.0,12,-32,0.644,0,6,4,1,(√2)⁵,0,16 + 12√2,-16 - 12√2
-16.0,12,-32,2.498,0,9,4,1,(√2)⁵,1,-16 + 12√2,16 - 12√2
6.0,1,34,0.165,0,0,0,2,(√2) (1 + 3√2),0,6 + √2,-6 - √2
-6.0,1,34,2.976,0,1,0,2,(√2) (1 - 3√2),1,-6 + √2,6 - √2
4.0,5,-34,0.896,0,2,0,2,(√2) (1 - 3√2),0,4 + 5√2,-4 - 5√2
-4.0,5,-34,2.246,0,4,0,2,(√2) (1 + 3√2),1,-4 + 5√2,4 - 5√2
8.0,7,-34,0.719,0,2,0,2,(√2) (1 + 3√2),0,8 + 7√2,-8 - 7√2
-8.0,7,-34,2.423,0,4,0,2,(√2) (1 - 3√2),1,-8 + 7√2,8 - 7√2
14.0,9,34,0.571,0,6,0,2,(√2) (1 - 3√2),0,14 + 9√2,-14 - 9√2
-14.0,9,34,2.57,0,8,0,2,(√2) (1 + 3√2),1,-14 + 9√2,14 - 9√2
22.0,15,34,0.598,0,6,0,2,(√2) (1 + 3√2),0,22 + 15√2,-22 - 15√2
-22.0,15,34,2.543,0,8,0,2,(√2) (1 - 3√2),1,-22 + 15√2,22 - 15√2
32.0,23,-34,0.623,0,10,0,2,(√2) (1 - 3√2),0,32 + 23√2,-32 - 23√2
-32.0,23,-34,2.518,0,12,0,2,(√2) (1 + 3√2),1,-32 + 23√2,32 - 23√2
6,0,36,0.0,0,0,1,2,(√2)² (3),0,6,-6
6.0,6,-36,0.785,0,2,1,2,(√2)² (3),0,6 + 6√2,-6 - 6√2
-6.0,6,-36,2.356,0,4,1,2,(√2)² (3),1,-6 + 6√2,6 - 6√2
18.0,12,36,0.588,0,6,1,2,(√2)² (3),0,18 + 12√2,-18 - 12√2
-18.0,12,36,2.554,0,8,1,2,(√2)² (3),1,-18 + 12√2,18 - 12√2
3.0,5,-41,1.03,1,0,0,0,'(3 + 5√2),2,3 + 5√2,-3 - 5√2,3 + 5√2
-3.0,5,-41,2.111,1,1,0,0,'(3 - 5√2),2,-3 + 5√2,3 - 5√2,3 - 5√2
7.0,2,41,0.278,1,2,0,1,(3 - 5√2),2,7 + 2√2,-7 - 2√2,3 - 5√2
-7.0,2,41,2.863,1,5,0,1,(3 + 5√2),2,-7 + 2√2,7 - 2√2,3 + 5√2
11.0,9,-41,0.686,1,6,0,1,(3 - 5√2),2,11 + 9√2,-11 - 9√2,3 - 5√2
-11.0,9,-41,2.456,1,9,0,1,(3 + 5√2),2,-11 + 9√2,11 - 9√2,3 + 5√2
13.0,8,41,0.552,1,2,0,1,(3 + 5√2),2,13 + 8√2,-13 - 8√2,3 + 5√2
-13.0,8,41,2.59,1,5,0,1,(3 - 5√2),2,-13 + 8√2,13 - 8√2,3 - 5√2
29.0,20,41,0.604,1,10,0,1,(3 - 5√2),2,29 + 20√2,-29 - 20√2,3 - 5√2
-29.0,20,41,2.538,1,13,0,1,(3 + 5√2),2,-29 + 20√2,29 - 20√2,3 + 5√2
29.0,21,-41,0.627,1,6,0,1,(3 + 5√2),2,29 + 21√2,-29 - 21√2,3 + 5√2
-29.0,21,-41,2.515,1,9,0,1,(3 - 5√2),2,-29 + 21√2,29 - 21√2,3 - 5√2
2.0,5,-46,1.19,0,2,0,2,(√2) (3 - 4√2),0,2 + 5√2,-2 - 5√2
-2.0,5,-46,1.951,0,4,0,2,(√2) (3 + 4√2),1,-2 + 5√2,2 - 5√2
8.0,3,46,0.359,0,0,0,2,(√2) (3 + 4√2),0,8 + 3√2,-8 - 3√2
-8.0,3,46,2.783,0,1,0,2,(√2) (3 - 4√2),1,-8 + 3√2,8 - 3√2
12.0,7,46,0.528,0,6,0,2,(√2) (3 - 4√2),0,12 + 7√2,-12 - 7√2
-12.0,7,46,2.614,0,8,0,2,(√2) (3 + 4√2),1,-12 + 7√2,12 - 7√2
14.0,11,-46,0.666,0,2,0,2,(√2) (3 + 4√2),0,14 + 11√2,-14 - 11√2
-14.0,11,-46,2.476,0,4,0,2,(√2) (3 - 4√2),1,-14 + 11√2,14 - 11√2
26.0,19,-46,0.631,0,10,0,2,(√2) (3 - 4√2),0,26 + 19√2,-26 - 19√2
-26.0,19,-46,2.511,0,12,0,2,(√2) (3 + 4√2),1,-26 + 19√2,26 - 19√2
36.0,25,46,0.607,0,6,0,2,(√2) (3 + 4√2),0,36 + 25√2,-36 - 25√2
-36.0,25,46,2.535,0,8,0,2,(√2) (3 - 4√2),1,-36 + 25√2,36 - 25√2
7.0,1,47,0.142,1,0,0,0,'(7 + √2),2,7 + √2,-7 - √2,7 + √2
-7.0,1,47,3.0,1,1,0,0,'(7 - √2),2,-7 + √2,7 - √2,7 - √2
5.0,6,-47,0.876,1,3,0,1,(7 - √2),2,5 + 6√2,-5 - 6√2,7 - √2
-5.0,6,-47,2.266,1,4,0,1,(7 + √2),2,-5 + 6√2,5 - 6√2,7 + √2
9.0,8,-47,0.727,1,2,0,1,(7 + √2),2,9 + 8√2,-9 - 8√2,7 + √2
-9.0,8,-47,2.415,1,5,0,1,(7 - √2),2,-9 + 8√2,9 - 8√2,7 - √2
17.0,11,47,0.574,1,7,0,1,(7 - √2),2,17 + 11√2,-17 - 11√2,7 - √2
-17.0,11,47,2.567,1,8,0,1,(7 + √2),2,-17 + 11√2,17 - 11√2,7 + √2
25.0,17,47,0.597,1,6,0,1,(7 + √2),2,25 + 17√2,-25 - 17√2,7 + √2
-25.0,17,47,2.544,1,9,0,1,(7 - √2),2,-25 + 17√2,25 - 17√2,7 - √2
1.0,5,-49,1.373,0,2,1,1,(1 - 2√2)²,0,1 + 5√2,-1 - 5√2
-1.0,5,-49,1.768,0,4,1,1,(1 + 2√2)²,1,-1 + 5√2,1 - 5√2
7,0,49,0.0,0,0,1,2,(1 + 2√2) (1 - 2√2),0,7,-7
9.0,4,49,0.418,0,0,1,1,(1 + 2√2)²,0,9 + 4√2,-9 - 4√2
-9.0,4,49,2.723,0,1,1,1,(1 - 2√2)²,1,-9 + 4√2,9 - 4√2
7.0,7,-49,0.785,0,2,1,2,(1 + 2√2) (1 - 2√2),0,7 + 7√2,-7 - 7√2
-7.0,7,-49,2.356,0,4,1,2,(1 + 2√2) (1 - 2√2),1,-7 + 7√2,7 - 7√2
11.0,6,49,0.499,0,6,1,1,(1 - 2√2)²,0,11 + 6√2,-11 - 6√2
-11.0,6,49,2.642,0,8,1,1,(1 + 2√2)²,1,-11 + 6√2,11 - 6√2
17.0,13,-49,0.653,0,2,1,1,(1 + 2√2)²,0,17 + 13√2,-17 - 13√2
-17.0,13,-49,2.489,0,4,1,1,(1 - 2√2)²,1,-17 + 13√2,17 - 13√2
21.0,14,49,0.588,0,6,1,2,(1 + 2√2) (1 - 2√2),0,21 + 14√2,-21 - 14√2
-21.0,14,49,2.554,0,8,1,2,(1 + 2√2) (1 - 2√2),1,-21 + 14√2,21 - 14√2
23.0,17,-49,0.637,0,10,1,1,(1 - 2√2)²,0,23 + 17√2,-23 - 17√2
-23.0,17,-49,2.505,0,12,1,1,(1 + 2√2)²,1,-23 + 17√2,23 - 17√2
0.0,5,-50,1.571,0,0,0,2,(√2) (5),0,5√2,-5√2
10.0,5,50,0.464,0,2,0,2,(√2) (5),0,10 + 5√2,-10 - 5√2
-10.0,5,50,2.678,0,5,0,2,(√2) (5),1,-10 + 5√2,10 - 5√2
20.0,15,-50,0.644,0,6,0,2,(√2) (5),0,20 + 15√2,-20 - 15√2
-20.0,15,-50,2.498,0,9,0,2,(√2) (5),1,-20 + 15√2,20 - 15√2
4.0,6,-56,0.983,0,2,2,2,(√2)³ (1 - 2√2),0,4 + 6√2,-4 - 6√2
-4.0,6,-56,2.159,0,4,2,2,(√2)³ (1 + 2√2),1,-4 + 6√2,4 - 6√2
8.0,2,56,0.245,0,0,2,2,(√2)³ (1 + 2√2),0,8 + 2√2,-8 - 2√2
-8.0,2,56,2.897,0,1,2,2,(√2)³ (1 - 2√2),1,-8 + 2√2,8 - 2√2
12.0,10,-56,0.695,0,2,2,2,(√2)³ (1 + 2√2),0,12 + 10√2,-12 - 10√2
-12.0,10,-56,2.447,0,4,2,2,(√2)³ (1 - 2√2),1,-12 + 10√2,12 - 10√2
16.0,10,56,0.559,0,6,2,2,(√2)³ (1 - 2√2),0,16 + 10√2,-16 - 10√2
-16.0,10,56,2.583,0,8,2,2,(√2)³ (1 + 2√2),1,-16 + 10√2,16 - 10√2
32.0,22,56,0.602,0,6,2,2,(√2)³ (1 + 2√2),0,32 + 22√2,-32 - 22√2
-32.0,22,56,2.539,0,8,2,2,(√2)³ (1 - 2√2),1,-32 + 22√2,32 - 22√2
36.0,26,-56,0.625,0,10,2,2,(√2)³ (1 - 2√2),0,36 + 26√2,-36 - 26√2
-36.0,26,-56,2.516,0,12,2,2,(√2)³ (1 + 2√2),1,-36 + 26√2,36 - 26√2
8.0,1,62,0.124,0,0,0,2,(√2) (1 + 4√2),0,8 + √2,-8 - √2
-8.0,1,62,3.017,0,1,0,2,(√2) (1 - 4√2),1,-8 + √2,8 - √2
6.0,7,-62,0.862,0,2,0,2,(√2) (1 - 4√2),0,6 + 7√2,-6 - 7√2
-6.0,7,-62,2.279,0,4,0,2,(√2) (1 + 4√2),1,-6 + 7√2,6 - 7√2
10.0,9,-62,0.733,0,2,0,2,(√2) (1 + 4√2),0,10 + 9√2,-10 - 9√2
-10.0,9,-62,2.409,0,4,0,2,(√2) (1 - 4√2),1,-10 + 9√2,10 - 9√2
20.0,13,62,0.576,0,6,0,2,(√2) (1 - 4√2),0,20 + 13√2,-20 - 13√2
-20.0,13,62,2.565,0,8,0,2,(√2) (1 + 4√2),1,-20 + 13√2,20 - 13√2
28.0,19,62,0.596,0,6,0,2,(√2) (1 + 4√2),0,28 + 19√2,-28 - 19√2
-28.0,19,62,2.545,0,8,0,2,(√2) (1 - 4√2),1,-28 + 19√2,28 - 19√2
3.0,6,-63,1.107,0,0,0,2,(1 + 2√2) (3),0,3 + 6√2,-3 - 6√2
-3.0,6,-63,2.034,0,0,0,2,(1 - 2√2) (3),1,-3 + 6√2,3 - 6√2
9.0,3,63,0.322,0,2,0,2,(1 - 2√2) (3),0,9 + 3√2,-9 - 3√2
-9.0,3,63,2.82,0,5,0,2,(1 + 2√2) (3),1,-9 + 3√2,9 - 3√2
15.0,9,63,0.54,0,2,0,2,(1 + 2√2) (3),0,15 + 9√2,-15 - 9√2
-15.0,9,63,2.601,0,5,0,2,(1 - 2√2) (3),1,-15 + 9√2,15 - 9√2
15.0,12,-63,0.675,0,6,0,2,(1 - 2√2) (3),0,15 + 12√2,-15 - 12√2
-15.0,12,-63,2.467,0,9,0,2,(1 + 2√2) (3),1,-15 + 12√2,15 - 12√2
33.0,24,-63,0.629,0,6,0,2,(1 + 2√2) (3),0,33 + 24√2,-33 - 24√2
-33.0,24,-63,2.513,0,9,0,2,(1 - 2√2) (3),1,-33 + 24√2,33 - 24√2
39.0,27,63,0.606,0,10,0,2,(1 - 2√2) (3),0,39 + 27√2,-39 - 27√2
-39.0,27,63,2.536,0,13,0,2,(1 + 2√2) (3),1,-39 + 27√2,39 - 27√2
8,0,64,0.0,0,0,5,1,(√2)⁶,0,8,-8
8.0,8,-64,0.785,0,2,5,1,(√2)⁶,0,8 + 8√2,-8 - 8√2
-8.0,8,-64,2.356,0,4,5,1,(√2)⁶,1,-8 + 8√2,8 - 8√2
24.0,16,64,0.588,0,6,5,1,(√2)⁶,0,24 + 16√2,-24 - 16√2
-24.0,16,64,2.554,0,8,5,1,(√2)⁶,1,-24 + 16√2,24 - 16√2
2.0,6,-68,1.249,0,0,1,2,(√2)² (1 + 3√2),0,2 + 6√2,-2 - 6√2
-2.0,6,-68,1.893,0,0,1,2,(√2)² (1 - 3√2),1,-2 + 6√2,2 - 6√2
10.0,4,68,0.381,0,2,1,2,(√2)² (1 - 3√2),0,10 + 4√2,-10 - 4√2
-10.0,4,68,2.761,0,5,1,2,(√2)² (1 + 3√2),1,-10 + 4√2,10 - 4√2
14.0,8,68,0.519,0,2,1,2,(√2)² (1 + 3√2),0,14 + 8√2,-14 - 8√2
-14.0,8,68,2.622,0,5,1,2,(√2)² (1 - 3√2),1,-14 + 8√2,14 - 8√2
